Year;Ceremony;Award;Winner;Name;Film
1997;70;Foreign Language Film;FALSE;Beyond Silence ;Germany
1997;70;Foreign Language Film;TRUE;Character ;The Netherlands
1997;70;Foreign Language Film;FALSE;Four Days in September ;Brazil
1997;70;Foreign Language Film;FALSE;Secrets of the Heart ;Spain
1997;70;Foreign Language Film;FALSE;The Thief ;Russia
1997;70;Makeup;TRUE;Men in Black ;Rick Baker, David LeRoy Anderson
1997;70;Makeup;FALSE;Mrs. Brown ;Lisa Westcott, Veronica Brebner, Beverley Binda
1997;70;Makeup;FALSE;Titanic ;Tina Earnshaw, Greg Cannom, Simon Thompson
1997;70;Music (Original Dramatic Score);FALSE;Amistad ;John Williams
1997;70;Music (Original Dramatic Score);FALSE;Good Will Hunting ;Danny Elfman
1997;70;Music (Original Dramatic Score);FALSE;Kundun ;Philip Glass
1997;70;Music (Original Dramatic Score);FALSE;L.A. Confidential ;Jerry Goldsmith
1997;70;Music (Original Dramatic Score);TRUE;Titanic ;James Horner
1997;70;Music (Original Musical or Comedy Score);FALSE;Anastasia ;"Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman"
1997;70;Music (Original Musical or Comedy Score);FALSE;As Good as It Gets ;Hans Zimmer
1997;70;Music (Original Musical or Comedy Score);TRUE;The Full Monty ;Anne Dudley
1997;70;Music (Original Musical or Comedy Score);FALSE;Men in Black ;Danny Elfman
1997;70;Music (Original Musical or Comedy Score);FALSE;My Best Friend's Wedding ;James Newton Howard
1997;70;Music (Original Song);FALSE;"""Go The Distance"" from Hercules";"Music by Alan Menken; Lyric by David Zippel"
1997;70;Music (Original Song);FALSE;"""How Do I Live"" from Con Air";Music and Lyric by Diane Warren
1997;70;Music (Original Song);FALSE;"""Journey To The Past"" from Anastasia";"Music by Stephen Flaherty; Lyric by Lynn Ahrens"
1997;70;Music (Original Song);FALSE;"""Miss Misery"" from Good Will Hunting";Music and Lyric by Elliott Smith
1997;70;Music (Original Song);TRUE;"""My Heart Will Go On"" from Titanic";"Music by James Horner; Lyric by Will Jennings"
1997;70;Best Picture;FALSE;As Good as It Gets ;James L. Brooks, Bridget Johnson and Kristi Zea, Producers
1997;70;Best Picture;FALSE;The Full Monty ;Uberto Pasolini, Producer
1997;70;Best Picture;FALSE;Good Will Hunting ;Lawrence Bender, Producer
1997;70;Best Picture;FALSE;L.A. Confidential ;Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers
1997;70;Best Picture;TRUE;Titanic ;James Cameron and Jon Landau, Producers
1997;70;Short Film (Animated);FALSE;Famous Fred ;Joanna Quinn
1997;70;Short Film (Animated);TRUE;Geri's Game ;Jan Pinkava
1997;70;Short Film (Animated);FALSE;La Vieille Dame et les Pigeons (The Old Lady and the Pigeons) ;Sylvain Chomet
1997;70;Short Film (Animated);FALSE;The Mermaid ;Alexander Petrov
1997;70;Short Film (Animated);FALSE;Redux Riding Hood ;Steve Moore, Dan O'Shannon
1997;70;Short Film (Live Action);FALSE;Dance Lexie Dance ;Pearse Moore, Tim Loane
1997;70;Short Film (Live Action);FALSE;It's Good to Talk ;Roger Goldby, Barney Reisz
1997;70;Short Film (Live Action);FALSE;Sweethearts? ;Birger Larsen, Thomas Lydholm
1997;70;Short Film (Live Action);TRUE;Visas and Virtue ;Chris Tashima, Chris Donahue
1997;70;Short Film (Live Action);FALSE;Wolfgang ;Kim Magnusson, Anders Thomas Jensen
1997;70;Sound;FALSE;Air Force One ;Paul Massey, Rick Kline, D. M. Hemphill, Keith A. Wester
1997;70;Sound;FALSE;Con Air ;Kevin O'Connell, Greg P. Russell, Arthur Rochester
1997;70;Sound;FALSE;Contact ;Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan
1997;70;Sound;FALSE;L.A. Confidential ;Andy Nelson, Anna Behlmer, Kirk Francis
1997;70;Sound;TRUE;Titanic ;Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano
1997;70;Sound Effects Editing;FALSE;Face/Off ;Mark P. Stoeckinger, Per Hallberg
1997;70;Sound Effects Editing;FALSE;The Fifth Element ;Mark Mangini
1997;70;Sound Effects Editing;TRUE;Titanic ;Tom Bellfort, Christopher Boyes
1997;70;Visual Effects;FALSE;The Lost World: Jurassic Park ;Dennis Muren, Stan Winston, Randal M. Dutra, Michael Lantieri
1997;70;Visual Effects;FALSE;Starship Troopers ;Phil Tippett, Scott E. Anderson, Alec Gillis, John Richardson
1997;70;Visual Effects;TRUE;Titanic ;Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer
1997;70;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Donnie Brasco ;Paul Attanasio
1997;70;Writing (Screenplay Based on Material Previously Produced or Published);TRUE;L.A. Confidential ;Brian Helgeland, Curtis Hanson
1997;70;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Sweet Hereafter ;Atom Egoyan
1997;70;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Wag the Dog ;Hilary Henkin, David Mamet
1997;70;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Wings of the Dove ;Hossein Amini
1997;70;Writing (Screenplay Written Directly for the Screen);FALSE;As Good as It Gets ;"Screenplay by Mark Andrus, James L. Brooks; Story by Mark Andrus"
1997;70;Writing (Screenplay Written Directly for the Screen);FALSE;Boogie Nights ;Paul Thomas Anderson
1997;70;Writing (Screenplay Written Directly for the Screen);FALSE;Deconstructing Harry ;Woody Allen
1997;70;Writing (Screenplay Written Directly for the Screen);FALSE;The Full Monty ;Simon Beaufoy
1997;70;Writing (Screenplay Written Directly for the Screen);TRUE;Good Will Hunting ;Ben Affleck, Matt Damon
1997;70;Honorary Award;TRUE;Stanley Donen;
1997;70;Gordon E. Sawyer Award;TRUE;Don Iwerks;
1997;70;John A. Bonner Medal of Commendation;TRUE;Pete Clark;
1998;71;Actor in a Leading Role;TRUE;Roberto Benigni;Life Is Beautiful
1998;71;Actor in a Leading Role;FALSE;Tom Hanks;Saving Private Ryan
1998;71;Actor in a Leading Role;FALSE;Ian McKellen;Gods and Monsters
1998;71;Actor in a Leading Role;FALSE;Nick Nolte;Affliction
1998;71;Actor in a Leading Role;FALSE;Edward Norton;American History X
1998;71;Actor in a Supporting Role;TRUE;James Coburn;Affliction
1998;71;Actor in a Supporting Role;FALSE;Robert Duvall;A Civil Action
1998;71;Actor in a Supporting Role;FALSE;Ed Harris;The Truman Show
1998;71;Actor in a Supporting Role;FALSE;Geoffrey Rush;Shakespeare in Love
1998;71;Actor in a Supporting Role;FALSE;Billy Bob Thornton;A Simple Plan
1998;71;Actress in a Leading Role;FALSE;Cate Blanchett;Elizabeth
1998;71;Actress in a Leading Role;FALSE;Fernanda Montenegro;Central Station
1998;71;Actress in a Leading Role;TRUE;Gwyneth Paltrow;Shakespeare in Love
1998;71;Actress in a Leading Role;FALSE;Meryl Streep;One True Thing
1998;71;Actress in a Leading Role;FALSE;Emily Watson;Hilary and Jackie
1998;71;Actress in a Supporting Role;FALSE;Kathy Bates;Primary Colors
1998;71;Actress in a Supporting Role;FALSE;Brenda Blethyn;Little Voice
1998;71;Actress in a Supporting Role;TRUE;Judi Dench;Shakespeare in Love
1998;71;Actress in a Supporting Role;FALSE;Rachel Griffiths;Hilary and Jackie
1998;71;Actress in a Supporting Role;FALSE;Lynn Redgrave;Gods and Monsters
1998;71;Art Direction;FALSE;Elizabeth ;"Art Direction: John Myhre; Set Decoration: Peter Howitt"
1998;71;Art Direction;FALSE;Pleasantville ;"Art Direction: Jeannine Oppewall; Set Decoration: Jay Hart"
1998;71;Art Direction;FALSE;Saving Private Ryan ;"Art Direction: Tom Sanders; Set Decoration: Lisa Dean Kavanaugh"
1998;71;Art Direction;TRUE;Shakespeare in Love ;"Art Direction: Martin Childs; Set Decoration: Jill Quertier"
1998;71;Art Direction;FALSE;What Dreams May Come ;"Art Direction: Eugenio Zanetti; Set Decoration: Cindy Carr"
1998;71;Cinematography;FALSE;A Civil Action ;Conrad L. Hall
1998;71;Cinematography;FALSE;Elizabeth ;Remi Adefarasin
1998;71;Cinematography;TRUE;Saving Private Ryan ;Janusz Kaminski
1998;71;Cinematography;FALSE;Shakespeare in Love ;Richard Greatrex
1998;71;Cinematography;FALSE;The Thin Red Line ;John Toll
1998;71;Costume Design;FALSE;Beloved ;Colleen Atwood
1998;71;Costume Design;FALSE;Elizabeth ;Alexandra Byrne
1998;71;Costume Design;FALSE;Pleasantville ;Judianna Makovsky
1998;71;Costume Design;TRUE;Shakespeare in Love ;Sandy Powell
1998;71;Costume Design;FALSE;Velvet Goldmine ;Sandy Powell
1998;71;Directing;FALSE;Life Is Beautiful ;Roberto Benigni
1998;71;Directing;TRUE;Saving Private Ryan ;Steven Spielberg
1998;71;Directing;FALSE;Shakespeare in Love ;John Madden
1998;71;Directing;FALSE;The Thin Red Line ;Terrence Malick
1998;71;Directing;FALSE;The Truman Show ;Peter Weir
1998;71;Documentary (Feature);FALSE;Dancemaker ;Matthew Diamond, Jerry Kupfer
1998;71;Documentary (Feature);FALSE;The Farm: Angola, U.S.A. ;Jonathan Stack, Liz Garbus
1998;71;Documentary (Feature);TRUE;The Last Days ;James Moll, Ken Lipper
1998;71;Documentary (Feature);FALSE;Lenny Bruce: Swear to Tell the Truth ;Robert B. Weide
1998;71;Documentary (Feature);FALSE;Regret to Inform ;Barbara Sonneborn, Janet Cole
1998;71;Documentary (Short Subject);TRUE;The Personals: Improvisations on Romance in the Golden Years ;Keiko Ibi
1998;71;Documentary (Short Subject);FALSE;A Place in the Land ;Charles Guggenheim
1998;71;Documentary (Short Subject);FALSE;Sunrise over Tiananmen Square ;Shui-Bo Wang, Donald McWilliams
1998;71;Film Editing;FALSE;Life Is Beautiful ;Simona Paggi
1998;71;Film Editing;FALSE;Out of Sight ;Anne V. Coates
1998;71;Film Editing;TRUE;Saving Private Ryan ;Michael Kahn
1998;71;Film Editing;FALSE;Shakespeare in Love ;David Gamble
1998;71;Film Editing;FALSE;The Thin Red Line ;Billy Weber, Leslie Jones, Saar Klein
1998;71;Foreign Language Film;FALSE;Central Station ;Brazil
1998;71;Foreign Language Film;FALSE;Children of Heaven ;Iran
1998;71;Foreign Language Film;FALSE;The Grandfather ;Spain
1998;71;Foreign Language Film;TRUE;Life Is Beautiful ;Italy
1998;71;Foreign Language Film;FALSE;Tango ;Argentina
1998;71;Makeup;TRUE;Elizabeth ;Jenny Shircore
1998;71;Makeup;FALSE;Saving Private Ryan ;Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke
1998;71;Makeup;FALSE;Shakespeare in Love ;Lisa Westcott, Veronica Brebner
1998;71;Music (Original Dramatic Score);FALSE;Elizabeth ;David Hirschfelder
1998;71;Music (Original Dramatic Score);TRUE;Life Is Beautiful ;Nicola Piovani
1998;71;Music (Original Dramatic Score);FALSE;Pleasantville ;Randy Newman
1998;71;Music (Original Dramatic Score);FALSE;Saving Private Ryan ;John Williams
1998;71;Music (Original Dramatic Score);FALSE;The Thin Red Line ;Hans Zimmer
1998;71;Music (Original Musical or Comedy Score);FALSE;A Bug's Life ;Randy Newman
1998;71;Music (Original Musical or Comedy Score);FALSE;Mulan ;"Music by Matthew Wilder; Lyrics by David Zippel; Orchestral Score by Jerry Goldsmith"
1998;71;Music (Original Musical or Comedy Score);FALSE;Patch Adams ;Marc Shaiman
1998;71;Music (Original Musical or Comedy Score);FALSE;The Prince of Egypt ;"Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer"
1998;71;Music (Original Musical or Comedy Score);TRUE;Shakespeare in Love ;Stephen Warbeck
1998;71;Music (Original Song);FALSE;"""I Don't Want To Miss A Thing"" from Armageddon";Music and Lyric by Diane Warren
1998;71;Music (Original Song);FALSE;"""The Prayer"" from Quest for Camelot";"Music by Carole Bayer Sager and David Foster; Lyric by Carole Bayer Sager, David Foster, Tony Renis and Alberto Testa"
1998;71;Music (Original Song);FALSE;"""A Soft Place To Fall"" from The Horse Whisperer";Music and Lyric by Allison Moorer and Gwil Owen
1998;71;Music (Original Song);FALSE;"""That'll Do"" from Babe: Pig in the City";Music and Lyric by Randy Newman
1998;71;Music (Original Song);TRUE;"""When You Believe"" from The Prince of Egypt";Music and Lyric by Stephen Schwartz
1998;71;Best Picture;FALSE;Elizabeth ;Alison Owen, Eric Fellner and Tim Bevan, Producers
1998;71;Best Picture;FALSE;Life Is Beautiful ;Elda Ferri and Gianluigi Braschi, Producers
1998;71;Best Picture;FALSE;Saving Private Ryan ;Steven Spielberg, Ian Bryce, Mark Gordon and Gary Levinsohn, Producers
1998;71;Best Picture;TRUE;Shakespeare in Love ;David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers
1998;71;Best Picture;FALSE;The Thin Red Line ;Robert Michael Geisler, John Roberdeau and Grant Hill, Producers
1998;71;Short Film (Animated);TRUE;Bunny ;Chris Wedge
1998;71;Short Film (Animated);FALSE;The Canterbury Tales ;Christopher Grace, Jonathan Myerson
1998;71;Short Film (Animated);FALSE;Jolly Roger ;Mark Baker
1998;71;Short Film (Animated);FALSE;More ;Mark Osborne, Steve Kalafer
1998;71;Short Film (Animated);FALSE;When Life Departs ;Karsten Kiilerich, Stefan Fjeldmark
1998;71;Short Film (Live Action);FALSE;Culture ;Will Speck, Josh Gordon
1998;71;Short Film (Live Action);TRUE;Election Night (Valgaften) ;Kim Magnusson, Anders Thomas Jensen
1998;71;Short Film (Live Action);FALSE;Holiday Romance ;Alexander Jovy, JJ Keith
1998;71;Short Film (Live Action);FALSE;La Carte Postale (The Postcard) ;Vivian Goffette
1998;71;Short Film (Live Action);FALSE;Victor ;Simon Sandquist, Joel Bergvall
1998;71;Sound;FALSE;Armageddon ;Kevin O'Connell, Greg P. Russell, Keith A. Wester
1998;71;Sound;FALSE;The Mask of Zorro ;Kevin O'Connell, Greg P. Russell, Pud Cusack
1998;71;Sound;TRUE;Saving Private Ryan ;Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins
1998;71;Sound;FALSE;Shakespeare in Love ;Robin O'Donoghue, Dominic Lester, Peter Glossop
1998;71;Sound;FALSE;The Thin Red Line ;Andy Nelson, Anna Behlmer, Paul Brincat
1998;71;Sound Effects Editing;FALSE;Armageddon ;George Watters II
1998;71;Sound Effects Editing;FALSE;The Mask of Zorro ;David McMoyler
1998;71;Sound Effects Editing;TRUE;Saving Private Ryan ;Gary Rydstrom, Richard Hymns
1998;71;Visual Effects;FALSE;Armageddon ;Richard R. Hoover, Pat McClung, John Frazier
1998;71;Visual Effects;FALSE;Mighty Joe Young ;Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell
1998;71;Visual Effects;TRUE;What Dreams May Come ;Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack
1998;71;Writing (Screenplay Based on Material Previously Produced or Published);TRUE;Gods and Monsters ;Bill Condon
1998;71;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Out of Sight ;Scott Frank
1998;71;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Primary Colors ;Elaine May
1998;71;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;A Simple Plan ;Scott B. Smith
1998;71;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Thin Red Line ;Terrence Malick
1998;71;Writing (Screenplay Written Directly for the Screen);FALSE;Bulworth ;"Screenplay by Warren Beatty, Jeremy Pikser; Story by Warren Beatty"
1998;71;Writing (Screenplay Written Directly for the Screen);FALSE;Life Is Beautiful ;Vincenzo Cerami, Roberto Benigni
1998;71;Writing (Screenplay Written Directly for the Screen);FALSE;Saving Private Ryan ;Robert Rodat
1998;71;Writing (Screenplay Written Directly for the Screen);TRUE;Shakespeare in Love ;Marc Norman, Tom Stoppard
1998;71;Writing (Screenplay Written Directly for the Screen);FALSE;The Truman Show ;Andrew Niccol
1998;71;Honorary Award;TRUE;Elia Kazan;
1998;71;Irving G. Thalberg Memorial Award;TRUE;Norman Jewison;
1998;71;John A. Bonner Medal of Commendation;TRUE;David W. Gray;
1999;72;Actor in a Leading Role;FALSE;Russell Crowe;The Insider
1999;72;Actor in a Leading Role;FALSE;Richard Farnsworth;The Straight Story
1999;72;Actor in a Leading Role;FALSE;Sean Penn;Sweet and Lowdown
1999;72;Actor in a Leading Role;TRUE;Kevin Spacey;American Beauty
1999;72;Actor in a Leading Role;FALSE;Denzel Washington;The Hurricane
1999;72;Actor in a Supporting Role;TRUE;Michael Caine;The Cider House Rules
1999;72;Actor in a Supporting Role;FALSE;Tom Cruise;Magnolia
1999;72;Actor in a Supporting Role;FALSE;Michael Clarke Duncan;The Green Mile
1999;72;Actor in a Supporting Role;FALSE;Jude Law;The Talented Mr. Ripley
1999;72;Actor in a Supporting Role;FALSE;Haley Joel Osment;The Sixth Sense
1999;72;Actress in a Leading Role;FALSE;Annette Bening;American Beauty
1999;72;Actress in a Leading Role;FALSE;Janet McTeer;Tumbleweeds
1999;72;Actress in a Leading Role;FALSE;Julianne Moore;The End of the Affair
1999;72;Actress in a Leading Role;FALSE;Meryl Streep;Music of the Heart
1999;72;Actress in a Leading Role;TRUE;Hilary Swank;Boys Don't Cry
1999;72;Actress in a Supporting Role;FALSE;Toni Collette;The Sixth Sense
1999;72;Actress in a Supporting Role;TRUE;Angelina Jolie;Girl, Interrupted
1999;72;Actress in a Supporting Role;FALSE;Catherine Keener;Being John Malkovich
1999;72;Actress in a Supporting Role;FALSE;Samantha Morton;Sweet and Lowdown
1999;72;Actress in a Supporting Role;FALSE;Chloë Sevigny;Boys Don't Cry
1999;72;Art Direction;FALSE;Anna and the King ;"Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker"
1999;72;Art Direction;FALSE;The Cider House Rules ;"Art Direction: David Gropman; Set Decoration: Beth Rubino"
1999;72;Art Direction;TRUE;Sleepy Hollow ;"Art Direction: Rick Heinrichs; Set Decoration: Peter Young"
1999;72;Art Direction;FALSE;The Talented Mr. Ripley ;"Art Direction: Roy Walker; Set Decoration: Bruno Cesari"
1999;72;Art Direction;FALSE;Topsy-Turvy ;"Art Direction: Eve Stewart; Set Decoration: Eve Stewart, John Bush"
1999;72;Cinematography;TRUE;American Beauty ;Conrad L. Hall
1999;72;Cinematography;FALSE;The End of the Affair ;Roger Pratt
1999;72;Cinematography;FALSE;The Insider ;Dante Spinotti
1999;72;Cinematography;FALSE;Sleepy Hollow ;Emmanuel Lubezki
1999;72;Cinematography;FALSE;Snow Falling on Cedars ;Robert Richardson
1999;72;Costume Design;FALSE;Anna and the King ;Jenny Beavan
1999;72;Costume Design;FALSE;Sleepy Hollow ;Colleen Atwood
1999;72;Costume Design;FALSE;The Talented Mr. Ripley ;Ann Roth, Gary Jones
1999;72;Costume Design;FALSE;Titus ;Milena Canonero
1999;72;Costume Design;TRUE;Topsy-Turvy ;Lindy Hemming
1999;72;Directing;TRUE;American Beauty ;Sam Mendes
1999;72;Directing;FALSE;Being John Malkovich ;Spike Jonze
1999;72;Directing;FALSE;The Cider House Rules ;Lasse Hallström
1999;72;Directing;FALSE;The Insider ;Michael Mann
1999;72;Directing;FALSE;The Sixth Sense ;M. Night Shyamalan
1999;72;Documentary (Feature);FALSE;Buena Vista Social Club ;Wim Wenders, Ulrich Felsberg
1999;72;Documentary (Feature);FALSE;Genghis Blues ;Roko Belic, Adrian Belic
1999;72;Documentary (Feature);FALSE;On the Ropes ;Nanette Burstein, Brett Morgen
1999;72;Documentary (Feature);TRUE;One Day in September ;Arthur Cohn, Kevin Macdonald
1999;72;Documentary (Feature);FALSE;Speaking in Strings ;Paola di Florio, Lilibet Foster
1999;72;Documentary (Short Subject);FALSE;Eyewitness ;Bert Van Bork
1999;72;Documentary (Short Subject);TRUE;King Gimp ;Susan Hannah Hadary, William A. Whiteford
1999;72;Documentary (Short Subject);FALSE;The Wildest Show in the South: The Angola Prison Rodeo ;Simeon Soffer, Jonathan Stack
1999;72;Film Editing;FALSE;American Beauty ;Tariq Anwar, Christopher Greenbury
1999;72;Film Editing;FALSE;The Cider House Rules ;Lisa Zeno Churgin
1999;72;Film Editing;FALSE;The Insider ;William Goldenberg, Paul Rubell, David Rosenbloom
1999;72;Film Editing;TRUE;The Matrix ;Zach Staenberg
1999;72;Film Editing;FALSE;The Sixth Sense ;Andrew Mondshein
1999;72;Foreign Language Film;TRUE;All about My Mother ;Spain
1999;72;Foreign Language Film;FALSE;Caravan ;Nepal
1999;72;Foreign Language Film;FALSE;East-West ;France
1999;72;Foreign Language Film;FALSE;Solomon and Gaenor ;United Kingdom
1999;72;Foreign Language Film;FALSE;Under the Sun ;Sweden
1999;72;Makeup;FALSE;Austin Powers: The Spy Who Shagged Me ;Michèle Burke, Mike Smithson
1999;72;Makeup;FALSE;Bicentennial Man ;Greg Cannom
1999;72;Makeup;FALSE;Life ;Rick Baker
1999;72;Makeup;TRUE;Topsy-Turvy ;Christine Blundell, Trefor Proud
1999;72;Music (Original Score);FALSE;American Beauty ;Thomas Newman
1999;72;Music (Original Score);FALSE;Angela's Ashes ;John Williams
1999;72;Music (Original Score);FALSE;The Cider House Rules ;Rachel Portman
1999;72;Music (Original Score);TRUE;The Red Violin ;John Corigliano
1999;72;Music (Original Score);FALSE;The Talented Mr. Ripley ;Gabriel Yared
1999;72;Music (Original Song);FALSE;"""Blame Canada"" from South Park: Bigger, Longer & Uncut";Music and Lyric by Trey Parker and Marc Shaiman
1999;72;Music (Original Song);FALSE;"""Music Of My Heart"" from Music of the Heart";Music and Lyric by Diane Warren
1999;72;Music (Original Song);FALSE;"""Save Me"" from Magnolia";Music and Lyric by Aimee Mann
1999;72;Music (Original Song);FALSE;"""When She Loved Me"" from Toy Story 2";Music and Lyric by Randy Newman
1999;72;Music (Original Song);TRUE;"""You'll Be In My Heart"" from Tarzan";Music and Lyric by Phil Collins
1999;72;Best Picture;TRUE;American Beauty ;Bruce Cohen and Dan Jinks, Producers
1999;72;Best Picture;FALSE;The Cider House Rules ;Richard N. Gladstein, Producer
1999;72;Best Picture;FALSE;The Green Mile ;David Valdes and Frank Darabont, Producers
1999;72;Best Picture;FALSE;The Insider ;Michael Mann and Pieter Jan Brugge, Producers
1999;72;Best Picture;FALSE;The Sixth Sense ;Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers
1999;72;Short Film (Animated);FALSE;Humdrum ;Peter Peake
1999;72;Short Film (Animated);FALSE;My Grandmother Ironed the King's Shirts ;Torill Kove
1999;72;Short Film (Animated);TRUE;The Old Man and the Sea ;Alexander Petrov
1999;72;Short Film (Animated);FALSE;3 Misses ;Paul Driessen
1999;72;Short Film (Animated);FALSE;When the Day Breaks ;Wendy Tilby, Amanda Forbis
1999;72;Short Film (Live Action);FALSE;Bror, Min Bror (Teis and Nico) ;Henrik Ruben Genz, Michael W. Horsten
1999;72;Short Film (Live Action);FALSE;Killing Joe ;Mehdi Norowzian, Steve Wax
1999;72;Short Film (Live Action);FALSE;Kleingeld (Small Change) ;Marc-Andreas Bochert, Gabriele Lins
1999;72;Short Film (Live Action);FALSE;Major and Minor Miracles ;Marcus Olsson
1999;72;Short Film (Live Action);TRUE;My Mother Dreams the Satan's Disciples in New York ;Barbara Schock, Tammy Tiehel
1999;72;Sound;FALSE;The Green Mile ;Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton
1999;72;Sound;FALSE;The Insider ;Andy Nelson, Doug Hemphill, Lee Orloff
1999;72;Sound;TRUE;The Matrix ;John Reitz, Gregg Rudloff, David Campbell, David Lee
1999;72;Sound;FALSE;The Mummy ;Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro
1999;72;Sound;FALSE;Star Wars Episode I: The Phantom Menace ;Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley
1999;72;Sound Effects Editing;FALSE;Fight Club ;Ren Klyce, Richard Hymns
1999;72;Sound Effects Editing;TRUE;The Matrix ;Dane A. Davis
1999;72;Sound Effects Editing;FALSE;Star Wars Episode I: The Phantom Menace ;Ben Burtt, Tom Bellfort
1999;72;Visual Effects;TRUE;The Matrix ;John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum
1999;72;Visual Effects;FALSE;Star Wars Episode I: The Phantom Menace ;John Knoll, Dennis Muren, Scott Squires, Rob Coleman
1999;72;Visual Effects;FALSE;Stuart Little ;John Dykstra, Jerome Chen, Henry F. Anderson III, Eric Allard
1999;72;Writing (Screenplay Based on Material Previously Produced or Published);TRUE;The Cider House Rules ;John Irving
1999;72;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;Election ;Alexander Payne, Jim Taylor
1999;72;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Green Mile ;Frank Darabont
1999;72;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Insider ;Eric Roth, Michael Mann
1999;72;Writing (Screenplay Based on Material Previously Produced or Published);FALSE;The Talented Mr. Ripley ;Anthony Minghella
1999;72;Writing (Screenplay Written Directly for the Screen);TRUE;American Beauty ;Alan Ball
1999;72;Writing (Screenplay Written Directly for the Screen);FALSE;Being John Malkovich ;Charlie Kaufman
1999;72;Writing (Screenplay Written Directly for the Screen);FALSE;Magnolia ;Paul Thomas Anderson
1999;72;Writing (Screenplay Written Directly for the Screen);FALSE;The Sixth Sense ;M. Night Shyamalan
1999;72;Writing (Screenplay Written Directly for the Screen);FALSE;Topsy-Turvy ;Mike Leigh
1999;72;Honorary Award;TRUE;Andrzej Wajda;
1999;72;Irving G. Thalberg Memorial Award;TRUE;Warren Beatty;
1999;72;Gordon E. Sawyer Award;TRUE;Roderick T. Ryan;
1999;72;Award of Commendation;TRUE;FPC, Incorporated;
1999;72;John A. Bonner Medal of Commendation;TRUE;Edmund M. Di Giulio;
1999;72;John A. Bonner Medal of Commendation;TRUE;Takuo Miyagishima;
2000;73;Actor in a Leading Role;FALSE;Javier Bardem;Before Night Falls
2000;73;Actor in a Leading Role;TRUE;Russell Crowe;Gladiator
2000;73;Actor in a Leading Role;FALSE;Tom Hanks;Cast Away
2000;73;Actor in a Leading Role;FALSE;Ed Harris;Pollock
2000;73;Actor in a Leading Role;FALSE;Geoffrey Rush;Quills
2000;73;Actor in a Supporting Role;FALSE;Jeff Bridges;The Contender
2000;73;Actor in a Supporting Role;FALSE;Willem Dafoe;Shadow of the Vampire
2000;73;Actor in a Supporting Role;TRUE;Benicio Del Toro;Traffic
2000;73;Actor in a Supporting Role;FALSE;Albert Finney;Erin Brockovich
2000;73;Actor in a Supporting Role;FALSE;Joaquin Phoenix;Gladiator
2000;73;Actress in a Leading Role;FALSE;Joan Allen;The Contender
2000;73;Actress in a Leading Role;FALSE;Juliette Binoche;Chocolat
2000;73;Actress in a Leading Role;FALSE;Ellen Burstyn;Requiem for a Dream
2000;73;Actress in a Leading Role;FALSE;Laura Linney;You Can Count on Me
2000;73;Actress in a Leading Role;TRUE;Julia Roberts;Erin Brockovich
2000;73;Actress in a Supporting Role;FALSE;Judi Dench;Chocolat
2000;73;Actress in a Supporting Role;TRUE;Marcia Gay Harden;Pollock
2000;73;Actress in a Supporting Role;FALSE;Kate Hudson;Almost Famous
2000;73;Actress in a Supporting Role;FALSE;Frances McDormand;Almost Famous
2000;73;Actress in a Supporting Role;FALSE;Julie Walters;Billy Elliot
2000;73;Art Direction;TRUE;Crouching Tiger, Hidden Dragon ;Tim Yip
2000;73;Art Direction;FALSE;Dr. Seuss' How the Grinch Stole Christmas ;"Art Direction: Michael Corenblith; Set Decoration: Merideth Boswell"
2000;73;Art Direction;FALSE;Gladiator ;"Art Direction: Arthur Max; Set Decoration: Crispian Sallis"
2000;73;Art Direction;FALSE;Quills ;"Art Direction: Martin Childs; Set Decoration: Jill Quertier"
2000;73;Art Direction;FALSE;Vatel ;"Art Direction: Jean Rabasse; Set Decoration: Françoise Benoît-Fresco"
